ID;MONTO_FRAUDE;FECHA_INICIAL;FECHA_DETECCION;N_OPERACIONES;TIPO_PRODUCTO ;FLAG_CLIENTE_EMPRESA;N_FRAUDES_ANTERIORES
1525;109497;10-03-2023;14-03-2023;5;TARJETA_CREDITO;0;0
1526;119852;10-03-2023;11-03-2023;4;TARJETA_CREDITO;0;0
1527;46276;10-03-2023;15-03-2023;3;TARJETA_CREDITO;0;10
1528;113169;10-03-2023;16-03-2023;5;TARJETA_CREDITO;0;6
1529;281715;10-03-2023;16-03-2023;1;TARJETA_CREDITO;1;0
1530;5431372;10-03-2023;12-03-2023;22;TARJETA_CREDITO;1;2
1531;78785;11-03-2023;12-03-2023;2;TARJETA_CREDITO;0;0
1532;102336;11-03-2023;17-03-2023;4;TARJETA_CREDITO;0;0
1533;44380;11-03-2023;13-03-2023;1;TARJETA_CREDITO;0;0
1534;153843;11-03-2023;16-03-2023;2;TARJETA_CREDITO;0;0
1535;118300;11-03-2023;16-03-2023;2;TARJETA_CREDITO;0;0
1536;81064;11-03-2023;17-03-2023;5;TARJETA_CREDITO;0;0
1537;171390;11-03-2023;17-03-2023;4;TARJETA_CREDITO;0;0
1538;47236;11-03-2023;15-03-2023;5;TARJETA_CREDITO;0;4
1539;393687;11-03-2023;16-03-2023;10;TARJETA_CREDITO;0;9
1540;115090;12-03-2023;18-03-2023;3;TARJETA_CREDITO;0;0
1541;130104;12-03-2023;14-03-2023;2;TARJETA_CREDITO;0;0
1542;117647;12-03-2023;14-03-2023;5;TARJETA_CREDITO;0;0
1543;21431;12-03-2023;15-03-2023;2;TARJETA_DEBITO;0;0
1544;145739;12-03-2023;16-03-2023;4;TARJETA_CREDITO;0;0
1545;84296;12-03-2023;16-03-2023;1;TARJETA_CREDITO;0;0
1546;67912;12-03-2023;14-03-2023;2;TARJETA_DEBITO;0;0
1547;11184;12-03-2023;14-03-2023;1;TARJETA_CREDITO;0;0
1548;642098;12-03-2023;16-03-2023;8;TARJETA_CREDITO;0;2
1549;307972;12-03-2023;14-03-2023;10;TARJETA_CREDITO;1;8
1550;2881216;12-03-2023;18-03-2023;48;TARJETA_CREDITO;1;6
1551;191170;13-03-2023;15-03-2023;4;TARJETA_CREDITO;0;0
1552;91788;13-03-2023;15-03-2023;5;TARJETA_DEBITO;0;0
1553;78215;13-03-2023;17-03-2023;5;TARJETA_CREDITO;0;0
1554;130036;13-03-2023;18-03-2023;5;TARJETA_CREDITO;0;0
1555;95119;13-03-2023;19-03-2023;4;TARJETA_CREDITO;0;0
1556;156957;13-03-2023;18-03-2023;7;TARJETA_CREDITO;0;9
1557;38506;14-03-2023;17-03-2023;5;TARJETA_CREDITO;0;0
1558;99389;14-03-2023;18-03-2023;3;TARJETA_CREDITO;0;0
1559;38443;14-03-2023;20-03-2023;4;TARJETA_CREDITO;0;0
1560;48598;14-03-2023;17-03-2023;3;TARJETA_CREDITO;0;0
1561;60893;14-03-2023;16-03-2023;5;TARJETA_CREDITO;0;0
1562;826721;14-03-2023;20-03-2023;8;TARJETA_CREDITO;0;6
1563;445892;14-03-2023;15-03-2023;3;TARJETA_CREDITO;0;7
1564;446133;14-03-2023;17-03-2023;9;TARJETA_CREDITO;1;5
1565;762012;14-03-2023;18-03-2023;3;TARJETA_DEBITO;1;9
1566;69576;16-03-2023;20-03-2023;5;TARJETA_CREDITO;0;0
1567;46234;16-03-2023;19-03-2023;5;TARJETA_DEBITO;0;0
1568;195383;16-03-2023;19-03-2023;1;TARJETA_CREDITO;0;0
1569;189939;16-03-2023;17-03-2023;1;TARJETA_CREDITO;0;0
1570;131314;16-03-2023;18-03-2023;1;TARJETA_CREDITO;0;0
1571;143247;16-03-2023;21-03-2023;3;TARJETA_DEBITO;0;0
1572;939319;16-03-2023;20-03-2023;3;TARJETA_CREDITO;0;4
1573;309162;16-03-2023;19-03-2023;10;TARJETA_CREDITO;1;0
1574;144003;17-03-2023;18-03-2023;2;TARJETA_CREDITO;0;0
1575;127458;17-03-2023;21-03-2023;3;TARJETA_CREDITO;0;0
1576;147543;17-03-2023;20-03-2023;5;TARJETA_CREDITO;0;0
1577;68632;17-03-2023;18-03-2023;1;TARJETA_CREDITO;0;0
1578;52035;17-03-2023;18-03-2023;3;TARJETA_CREDITO;0;0
1579;278589;17-03-2023;19-03-2023;10;TARJETA_CREDITO;0;3
1580;458225;17-03-2023;23-03-2023;7;TARJETA_CREDITO;0;7
1581;149731;18-03-2023;19-03-2023;2;TARJETA_CREDITO;0;0
1582;173070;18-03-2023;22-03-2023;1;TARJETA_CREDITO;0;0
1583;68668;18-03-2023;19-03-2023;2;TARJETA_CREDITO;0;0
1584;194757;18-03-2023;20-03-2023;1;TARJETA_CREDITO;0;0
1585;85162;18-03-2023;20-03-2023;3;TARJETA_CREDITO;0;0
1586;22917;18-03-2023;19-03-2023;6;TARJETA_CREDITO;0;3
1587;746332;18-03-2023;24-03-2023;1;TARJETA_CREDITO;0;6
1588;661534;18-03-2023;20-03-2023;4;TARJETA_CREDITO;0;2
1589;6549140;18-03-2023;24-03-2023;71;TARJETA_CREDITO;1;10
1590;144803;13-02-2023;15-02-2023;2;TARJETA_CREDITO;0;0
1591;111990;13-02-2023;17-02-2023;1;TARJETA_CREDITO;0;0
1592;22360;13-02-2023;16-02-2023;1;TARJETA_CREDITO;0;0
1593;440760;13-02-2023;16-02-2023;3;TARJETA_CREDITO;0;8
1594;566218;13-02-2023;15-02-2023;8;TARJETA_CREDITO;1;1
1595;5284096;13-02-2023;15-02-2023;33;TARJETA_CREDITO;1;9
1596;22986;14-02-2023;19-02-2023;1;TARJETA_CREDITO;0;0
1597;84017;14-02-2023;20-02-2023;1;TARJETA_CREDITO;0;0
1598;136130;14-02-2023;17-02-2023;3;TARJETA_CREDITO;0;0
1599;228641;14-02-2023;17-02-2023;7;TARJETA_CREDITO;0;4
1600;577060;14-02-2023;20-02-2023;10;TARJETA_CREDITO;0;9
1601;322558;14-02-2023;15-02-2023;5;TARJETA_CREDITO;0;4
1602;751634;14-02-2023;20-02-2023;4;TARJETA_CREDITO;0;4
1603;806100;14-02-2023;18-02-2023;8;TARJETA_CREDITO;1;9
1604;438594;14-02-2023;15-02-2023;6;TARJETA_CREDITO;1;5
1605;7236926;14-02-2023;20-02-2023;11;TARJETA_CREDITO;1;1
1606;81938;15-02-2023;16-02-2023;5;TARJETA_CREDITO;0;0
1607;63569;15-02-2023;17-02-2023;4;TARJETA_CREDITO;0;0
1608;189693;15-02-2023;21-02-2023;4;TARJETA_CREDITO;0;0
1609;60904;15-02-2023;17-02-2023;3;TARJETA_CREDITO;0;0
1610;199063;15-02-2023;17-02-2023;3;TARJETA_CREDITO;0;0
1611;454207;15-02-2023;16-02-2023;5;TARJETA_CREDITO;0;3
1612;8386931;15-02-2023;16-02-2023;55;TARJETA_CREDITO;1;4
1613;6474835;15-02-2023;19-02-2023;33;TARJETA_CREDITO;1;0
1614;10255;16-02-2023;17-02-2023;2;TARJETA_CREDITO;0;0
1615;53435;16-02-2023;17-02-2023;5;TARJETA_CREDITO;0;0
1616;106201;16-02-2023;17-02-2023;5;TARJETA_CREDITO;0;0
1617;178006;16-02-2023;17-02-2023;4;TARJETA_CREDITO;0;0
1618;20790;16-02-2023;21-02-2023;5;TARJETA_DEBITO;0;0
1619;192847;16-02-2023;21-02-2023;9;TARJETA_CREDITO;0;8
1620;682994;16-02-2023;18-02-2023;9;TARJETA_CREDITO;0;2
1621;732490;16-02-2023;18-02-2023;1;TARJETA_CREDITO;1;5
1622;4386230;16-02-2023;21-02-2023;64;TARJETA_CREDITO;1;8
1623;5437478;16-02-2023;17-02-2023;91;TARJETA_CREDITO;1;6
1624;13348;17-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
1625;109276;17-02-2023;19-02-2023;3;TARJETA_CREDITO;0;0
1626;17453;17-02-2023;22-02-2023;4;TARJETA_CREDITO;0;0
1627;90266;17-02-2023;22-02-2023;5;TARJETA_CREDITO;0;0
1628;78843;17-02-2023;21-02-2023;3;TARJETA_CREDITO;0;0
1629;187182;17-02-2023;21-02-2023;3;TARJETA_CREDITO;0;0
1630;72397;17-02-2023;21-02-2023;5;TARJETA_CREDITO;0;0
1631;634103;17-02-2023;22-02-2023;6;TARJETA_CREDITO;0;4
1632;28743;17-02-2023;20-02-2023;4;TARJETA_CREDITO;0;9
1633;159605;17-02-2023;20-02-2023;5;TARJETA_CREDITO;0;2
1634;113063;17-02-2023;19-02-2023;7;TARJETA_CREDITO;0;2
1635;38695;18-02-2023;22-02-2023;1;TARJETA_CREDITO;0;0
1636;100932;18-02-2023;20-02-2023;2;TARJETA_CREDITO;0;0
1637;129355;18-02-2023;23-02-2023;2;TARJETA_CREDITO;0;0
1638;167142;18-02-2023;24-02-2023;5;TARJETA_CREDITO;0;0
1639;137891;18-02-2023;24-02-2023;1;TARJETA_CREDITO;0;0
1640;886727;18-02-2023;21-02-2023;2;TARJETA_DEBITO;0;10
1641;490821;18-02-2023;24-02-2023;10;TARJETA_CREDITO;1;6
1642;5023302;18-02-2023;20-02-2023;24;TARJETA_CREDITO;1;5
1643;120634;19-02-2023;21-02-2023;3;TARJETA_CREDITO;0;0
1644;21968;19-02-2023;22-02-2023;3;TARJETA_CREDITO;0;0
1645;150582;19-02-2023;24-02-2023;1;TARJETA_CREDITO;0;0
1646;36209;19-02-2023;21-02-2023;4;TARJETA_DEBITO;0;0
1647;123065;19-02-2023;20-02-2023;3;TARJETA_CREDITO;0;0
1648;188296;19-02-2023;24-02-2023;5;TARJETA_CREDITO;0;0
1649;160907;19-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
1650;94918;19-02-2023;20-02-2023;3;TARJETA_CREDITO;0;0
1651;211822;19-02-2023;25-02-2023;5;TARJETA_CREDITO;0;6
1652;504318;19-02-2023;21-02-2023;9;TARJETA_CREDITO;0;8
1653;802582;19-02-2023;23-02-2023;6;TARJETA_CREDITO;0;7
1654;349625;19-02-2023;21-02-2023;9;TARJETA_CREDITO;1;4
1655;1463165;19-02-2023;21-02-2023;87;TARJETA_CREDITO;1;10
1656;5729183;19-02-2023;23-02-2023;32;TARJETA_CREDITO;1;4
1657;64755;20-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
1658;144686;20-02-2023;22-02-2023;2;TARJETA_CREDITO;0;0
1659;88494;20-02-2023;21-02-2023;5;TARJETA_CREDITO;0;0
1660;153057;20-02-2023;23-02-2023;2;TARJETA_CREDITO;0;0
1661;178987;20-02-2023;22-02-2023;1;TARJETA_CREDITO;0;0
1662;177638;20-02-2023;23-02-2023;3;TARJETA_CREDITO;0;0
1663;186765;20-02-2023;21-02-2023;5;TARJETA_CREDITO;0;0
1664;463637;20-02-2023;24-02-2023;5;TARJETA_CREDITO;0;9
1665;465056;20-02-2023;24-02-2023;4;TARJETA_CREDITO;0;0
1666;32767;20-02-2023;24-02-2023;9;TARJETA_CREDITO;1;4
1667;172048;21-02-2023;25-02-2023;2;TARJETA_CREDITO;0;0
1668;135284;21-02-2023;27-02-2023;1;TARJETA_CREDITO;0;0
1669;130246;21-02-2023;24-02-2023;5;TARJETA_CREDITO;0;0
1670;129248;21-02-2023;27-02-2023;3;TARJETA_CREDITO;0;0
1671;198854;21-02-2023;25-02-2023;5;TARJETA_CREDITO;0;0
1672;17982;21-02-2023;22-02-2023;5;TARJETA_CREDITO;0;0
1673;865003;21-02-2023;22-02-2023;7;TARJETA_CREDITO;0;7
1674;710103;21-02-2023;22-02-2023;6;TARJETA_CREDITO;0;0
1675;808774;21-02-2023;23-02-2023;2;TARJETA_CREDITO;0;2
1676;3016167;21-02-2023;22-02-2023;7;TARJETA_CREDITO;1;2
1677;5723618;21-02-2023;26-02-2023;72;TARJETA_CREDITO;1;3
1678;8595016;21-02-2023;23-02-2023;64;TARJETA_CREDITO;1;9
1679;8748236;21-02-2023;25-02-2023;57;TARJETA_CREDITO;1;5
1680;153971;22-02-2023;28-02-2023;5;TARJETA_CREDITO;0;0
1681;171264;22-02-2023;28-02-2023;3;TARJETA_CREDITO;0;0
1682;145930;22-02-2023;26-02-2023;3;TARJETA_CREDITO;0;0
1683;36187;22-02-2023;26-02-2023;2;TARJETA_CREDITO;0;0
1684;54418;22-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
1685;162507;22-02-2023;23-02-2023;1;TARJETA_CREDITO;0;0
1686;57291;22-02-2023;24-02-2023;2;TARJETA_CREDITO;0;0
1687;45760;22-02-2023;28-02-2023;4;TARJETA_CREDITO;0;0
1688;501518;22-02-2023;23-02-2023;1;TARJETA_CREDITO;1;1
1689;165055;23-02-2023;01-03-2023;3;TARJETA_CREDITO;0;0
1690;76159;23-02-2023;25-02-2023;2;TARJETA_CREDITO;0;0
1691;74236;23-02-2023;25-02-2023;3;TARJETA_CREDITO;0;0
1692;180117;23-02-2023;01-03-2023;5;TARJETA_CREDITO;0;0
1693;122585;23-02-2023;24-02-2023;1;TARJETA_CREDITO;0;0
1694;644268;23-02-2023;24-02-2023;7;TARJETA_CREDITO;0;6
1695;557061;23-02-2023;28-02-2023;2;TARJETA_DEBITO;0;2
1696;3175062;23-02-2023;01-03-2023;29;TARJETA_CREDITO;1;8
1697;170821;24-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
1698;152599;24-02-2023;25-02-2023;2;TARJETA_CREDITO;0;0
1699;423108;24-02-2023;25-02-2023;10;TARJETA_CREDITO;0;1
1700;924091;24-02-2023;25-02-2023;3;TARJETA_CREDITO;0;7
1701;450550;24-02-2023;27-02-2023;7;TARJETA_CREDITO;0;10
1702;253299;24-02-2023;28-02-2023;6;TARJETA_CREDITO;1;3
1703;8268211;24-02-2023;01-03-2023;1;TARJETA_CREDITO;1;8
1704;181224;25-02-2023;03-03-2023;5;TARJETA_CREDITO;0;0
1705;132551;25-02-2023;26-02-2023;4;TARJETA_CREDITO;0;0
1706;16051;25-02-2023;26-02-2023;2;TARJETA_CREDITO;0;0
1707;90483;25-02-2023;02-03-2023;1;TARJETA_CREDITO;0;0
1708;146903;25-02-2023;01-03-2023;2;TARJETA_CREDITO;0;0
1709;190699;25-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
1710;1142134;25-02-2023;02-03-2023;64;TARJETA_CREDITO;1;3
1711;68326;26-02-2023;01-03-2023;1;TARJETA_CREDITO;0;0
1712;30575;26-02-2023;27-02-2023;4;TARJETA_CREDITO;0;0
1713;139266;26-02-2023;01-03-2023;1;TARJETA_CREDITO;0;0
1714;102175;26-02-2023;04-03-2023;2;TARJETA_CREDITO;0;0
1715;111008;26-02-2023;27-02-2023;1;TARJETA_DEBITO;0;0
1716;34872;26-02-2023;03-03-2023;5;TARJETA_DEBITO;0;0
1717;781479;26-02-2023;02-03-2023;1;TARJETA_CREDITO;0;6
1718;591220;26-02-2023;27-02-2023;5;TARJETA_CREDITO;1;4
1719;1737263;26-02-2023;28-02-2023;22;TARJETA_CREDITO;1;10
1720;71629;27-02-2023;28-02-2023;4;TARJETA_CREDITO;0;0
1721;160719;27-02-2023;05-03-2023;3;TARJETA_CREDITO;0;0
1722;140063;27-02-2023;03-03-2023;5;TARJETA_CREDITO;0;0
1723;484520;27-02-2023;03-03-2023;9;TARJETA_CREDITO;0;9
1724;734150;27-02-2023;28-02-2023;1;TARJETA_CREDITO;0;2
1725;917507;27-02-2023;05-03-2023;4;TARJETA_CREDITO;1;4
1726;62105;27-02-2023;02-03-2023;2;TARJETA_CREDITO;1;9
1727;4831930;27-02-2023;02-03-2023;58;TARJETA_DEBITO;1;8
1728;154258;28-02-2023;06-03-2023;2;TARJETA_CREDITO;0;0
1729;116475;28-02-2023;03-03-2023;2;TARJETA_CREDITO;0;0
1730;27143;28-02-2023;03-03-2023;5;TARJETA_CREDITO;0;0
1731;181065;28-02-2023;04-03-2023;3;TARJETA_CREDITO;0;0
1732;25326;28-02-2023;05-03-2023;4;TARJETA_CREDITO;0;0
1733;126227;28-02-2023;04-03-2023;1;TARJETA_CREDITO;0;0
1734;136746;28-02-2023;01-03-2023;4;TARJETA_DEBITO;0;0
1735;120657;28-02-2023;01-03-2023;4;TARJETA_CREDITO;0;0
1736;736311;28-02-2023;04-03-2023;5;TARJETA_CREDITO;0;10
1737;221113;28-02-2023;04-03-2023;6;TARJETA_DEBITO;0;6
1738;121862;28-02-2023;02-03-2023;3;TARJETA_CREDITO;1;0
1739;63800;01-03-2023;04-03-2023;4;TARJETA_CREDITO;0;0
1740;127258;01-03-2023;03-03-2023;4;TARJETA_DEBITO;0;0
1741;180453;01-03-2023;04-03-2023;5;TARJETA_CREDITO;0;0
1742;87911;01-03-2023;04-03-2023;3;TARJETA_CREDITO;0;0
1743;56800;01-03-2023;03-03-2023;5;TARJETA_CREDITO;0;0
1744;70139;01-03-2023;02-03-2023;4;TARJETA_CREDITO;0;0
1745;37189;01-03-2023;05-03-2023;2;TARJETA_CREDITO;0;0
1746;127339;01-03-2023;07-03-2023;2;TARJETA_DEBITO;0;0
1747;713039;01-03-2023;06-03-2023;6;TARJETA_CREDITO;0;0
1748;668373;01-03-2023;06-03-2023;3;TARJETA_CREDITO;0;0
1749;332942;01-03-2023;06-03-2023;9;TARJETA_CREDITO;0;6
1750;442127;01-03-2023;04-03-2023;4;TARJETA_CREDITO;0;0
1751;982324;01-03-2023;05-03-2023;10;TARJETA_DEBITO;0;10
1752;137964;01-03-2023;05-03-2023;10;TARJETA_CREDITO;1;8
1753;178588;02-03-2023;07-03-2023;1;TARJETA_CREDITO;0;0
1754;130420;02-03-2023;07-03-2023;5;TARJETA_CREDITO;0;0
1755;28620;02-03-2023;07-03-2023;4;TARJETA_CREDITO;0;0
1756;62345;02-03-2023;05-03-2023;4;TARJETA_CREDITO;0;0
1757;19950;02-03-2023;05-03-2023;3;TARJETA_CREDITO;0;0
1758;125208;02-03-2023;03-03-2023;4;TARJETA_CREDITO;0;0
1759;498006;02-03-2023;05-03-2023;1;TARJETA_CREDITO;0;5
1760;465785;02-03-2023;03-03-2023;1;TARJETA_DEBITO;0;2
1761;40040;03-03-2023;04-03-2023;4;TARJETA_CREDITO;0;0
1762;148611;03-03-2023;05-03-2023;4;TARJETA_CREDITO;0;0
1763;232969;03-03-2023;05-03-2023;6;TARJETA_CREDITO;0;7
1764;104163;04-03-2023;09-03-2023;2;TARJETA_DEBITO;0;0
1765;536401;04-03-2023;07-03-2023;10;TARJETA_CREDITO;0;7
1766;858507;04-03-2023;06-03-2023;3;TARJETA_CREDITO;0;9
1767;272317;04-03-2023;09-03-2023;7;TARJETA_DEBITO;0;1
1768;521243;04-03-2023;06-03-2023;8;TARJETA_CREDITO;1;0
1769;3555102;04-03-2023;09-03-2023;59;TARJETA_CREDITO;1;10
1770;113901;05-03-2023;09-03-2023;4;TARJETA_CREDITO;0;0
1771;120478;05-03-2023;08-03-2023;2;TARJETA_CREDITO;0;0
1772;131863;05-03-2023;07-03-2023;5;TARJETA_CREDITO;0;0
1773;105498;05-03-2023;06-03-2023;3;TARJETA_CREDITO;0;0
1774;23403;05-03-2023;07-03-2023;4;TARJETA_CREDITO;0;0
1775;41575;05-03-2023;10-03-2023;3;TARJETA_CREDITO;0;0
1776;872226;05-03-2023;08-03-2023;1;TARJETA_DEBITO;0;8
1777;982724;05-03-2023;07-03-2023;5;TARJETA_CREDITO;0;3
1778;788055;05-03-2023;07-03-2023;4;TARJETA_DEBITO;0;7
1779;8200137;05-03-2023;10-03-2023;4;TARJETA_CREDITO;1;6
1780;152997;06-03-2023;07-03-2023;3;TARJETA_CREDITO;0;0
1781;180084;06-03-2023;12-03-2023;1;TARJETA_CREDITO;0;0
1782;189375;06-03-2023;12-03-2023;3;TARJETA_CREDITO;0;0
1783;202478;06-03-2023;08-03-2023;2;TARJETA_CREDITO;0;2
1784;502294;06-03-2023;11-03-2023;5;TARJETA_CREDITO;1;6
1785;8229889;06-03-2023;10-03-2023;82;TARJETA_CREDITO;1;0
1786;189739;07-03-2023;12-03-2023;1;TARJETA_CREDITO;0;0
1787;100019;07-03-2023;09-03-2023;2;TARJETA_CREDITO;0;0
1788;135597;07-03-2023;12-03-2023;2;TARJETA_CREDITO;0;0
1789;16203;07-03-2023;09-03-2023;4;TARJETA_CREDITO;0;0
1790;100085;07-03-2023;08-03-2023;1;TARJETA_CREDITO;0;0
1791;105506;07-03-2023;09-03-2023;3;TARJETA_DEBITO;0;5
1792;3560342;07-03-2023;08-03-2023;28;TARJETA_CREDITO;1;3
1793;56506;08-03-2023;13-03-2023;3;TARJETA_CREDITO;0;0
1794;60256;08-03-2023;09-03-2023;5;TARJETA_CREDITO;0;0
1795;196456;08-03-2023;12-03-2023;4;TARJETA_CREDITO;0;0
1796;179794;08-03-2023;12-03-2023;10;TARJETA_CREDITO;1;6
1797;28833;09-03-2023;14-03-2023;1;TARJETA_CREDITO;0;0
1798;80837;09-03-2023;13-03-2023;2;TARJETA_CREDITO;0;0
1799;113335;09-03-2023;12-03-2023;1;TARJETA_DEBITO;0;0
1800;40854;09-03-2023;12-03-2023;2;TARJETA_CREDITO;0;0
1801;272795;09-03-2023;13-03-2023;1;TARJETA_CREDITO;0;9
1802;930862;09-03-2023;10-03-2023;6;TARJETA_CREDITO;0;9
1803;158830;09-03-2023;15-03-2023;4;TARJETA_CREDITO;0;4
1804;869200;09-03-2023;11-03-2023;10;TARJETA_CREDITO;0;9
1805;453969;09-03-2023;13-03-2023;4;TARJETA_CREDITO;0;4
1806;612522;09-03-2023;13-03-2023;4;TARJETA_CREDITO;1;9
1807;109497;10-03-2023;14-03-2023;5;TARJETA_CREDITO;0;0
1808;119852;10-03-2023;11-03-2023;4;TARJETA_CREDITO;0;0
1809;46276;10-03-2023;15-03-2023;3;TARJETA_CREDITO;0;10
1810;113169;10-03-2023;16-03-2023;5;TARJETA_CREDITO;0;6
1811;281715;10-03-2023;16-03-2023;1;TARJETA_CREDITO;1;0
1812;5431372;10-03-2023;12-03-2023;22;TARJETA_CREDITO;1;2
1813;78785;11-03-2023;12-03-2023;2;TARJETA_CREDITO;0;0
1814;102336;11-03-2023;17-03-2023;4;TARJETA_CREDITO;0;0
1815;44380;11-03-2023;13-03-2023;1;TARJETA_CREDITO;0;0
1816;153843;11-03-2023;16-03-2023;2;TARJETA_CREDITO;0;0
1817;118300;11-03-2023;16-03-2023;2;TARJETA_CREDITO;0;0
1818;81064;11-03-2023;17-03-2023;5;TARJETA_CREDITO;0;0
1819;171390;11-03-2023;17-03-2023;4;TARJETA_CREDITO;0;0
1820;47236;11-03-2023;15-03-2023;5;TARJETA_CREDITO;0;4
1821;393687;11-03-2023;16-03-2023;10;TARJETA_CREDITO;0;9
1822;115090;12-03-2023;18-03-2023;3;TARJETA_CREDITO;0;0
1823;130104;12-03-2023;14-03-2023;2;TARJETA_CREDITO;0;0
1824;117647;12-03-2023;14-03-2023;5;TARJETA_CREDITO;0;0
1825;21431;12-03-2023;15-03-2023;2;TARJETA_DEBITO;0;0
1826;145739;12-03-2023;16-03-2023;4;TARJETA_CREDITO;0;0
1827;84296;12-03-2023;16-03-2023;1;TARJETA_CREDITO;0;0
1828;67912;12-03-2023;14-03-2023;2;TARJETA_DEBITO;0;0
1829;11184;12-03-2023;14-03-2023;1;TARJETA_CREDITO;0;0
1830;642098;12-03-2023;16-03-2023;8;TARJETA_CREDITO;0;2
1831;307972;12-03-2023;14-03-2023;10;TARJETA_CREDITO;1;8
1832;2881216;12-03-2023;18-03-2023;48;TARJETA_CREDITO;1;6
1833;191170;13-03-2023;15-03-2023;4;TARJETA_CREDITO;0;0
1834;91788;13-03-2023;15-03-2023;5;TARJETA_DEBITO;0;0
1835;78215;13-03-2023;17-03-2023;5;TARJETA_CREDITO;0;0
1836;130036;13-03-2023;18-03-2023;5;TARJETA_CREDITO;0;0
1837;95119;13-03-2023;19-03-2023;4;TARJETA_CREDITO;0;0
1838;156957;13-03-2023;18-03-2023;7;TARJETA_CREDITO;0;9
1839;38506;14-03-2023;17-03-2023;5;TARJETA_CREDITO;0;0
1840;99389;14-03-2023;18-03-2023;3;TARJETA_CREDITO;0;0
1841;38443;14-03-2023;20-03-2023;4;TARJETA_CREDITO;0;0
1842;48598;14-03-2023;17-03-2023;3;TARJETA_CREDITO;0;0
1843;60893;14-03-2023;16-03-2023;5;TARJETA_CREDITO;0;0
1844;826721;14-03-2023;20-03-2023;8;TARJETA_CREDITO;0;6
1845;445892;14-03-2023;15-03-2023;3;TARJETA_CREDITO;0;7
1846;446133;14-03-2023;17-03-2023;9;TARJETA_CREDITO;1;5
1847;762012;14-03-2023;18-03-2023;3;TARJETA_DEBITO;1;9
1848;69576;16-03-2023;20-03-2023;5;TARJETA_CREDITO;0;0
1849;46234;16-03-2023;19-03-2023;5;TARJETA_DEBITO;0;0
1850;195383;16-03-2023;19-03-2023;1;TARJETA_CREDITO;0;0
1851;189939;16-03-2023;17-03-2023;1;TARJETA_CREDITO;0;0
1852;131314;16-03-2023;18-03-2023;1;TARJETA_CREDITO;0;0
1853;143247;16-03-2023;21-03-2023;3;TARJETA_DEBITO;0;0
1854;939319;16-03-2023;20-03-2023;3;TARJETA_CREDITO;0;4
1855;309162;16-03-2023;19-03-2023;10;TARJETA_CREDITO;1;0
1856;144003;17-03-2023;18-03-2023;2;TARJETA_CREDITO;0;0
1857;127458;17-03-2023;21-03-2023;3;TARJETA_CREDITO;0;0
1858;147543;17-03-2023;20-03-2023;5;TARJETA_CREDITO;0;0
1859;68632;17-03-2023;18-03-2023;1;TARJETA_CREDITO;0;0
1860;52035;17-03-2023;18-03-2023;3;TARJETA_CREDITO;0;0
1861;278589;17-03-2023;19-03-2023;10;TARJETA_CREDITO;0;3
1862;458225;17-03-2023;23-03-2023;7;TARJETA_CREDITO;0;7
1863;149731;18-03-2023;19-03-2023;2;TARJETA_CREDITO;0;0
1864;173070;18-03-2023;22-03-2023;1;TARJETA_CREDITO;0;0
1865;68668;18-03-2023;19-03-2023;2;TARJETA_CREDITO;0;0
1866;194757;18-03-2023;20-03-2023;1;TARJETA_CREDITO;0;0
1867;85162;18-03-2023;20-03-2023;3;TARJETA_CREDITO;0;0
1868;22917;18-03-2023;19-03-2023;6;TARJETA_CREDITO;0;3
1869;746332;18-03-2023;24-03-2023;1;TARJETA_CREDITO;0;6
1870;661534;18-03-2023;20-03-2023;4;TARJETA_CREDITO;0;2
1871;6549140;18-03-2023;24-03-2023;71;TARJETA_CREDITO;1;10
1872;87085;19-03-2023;25-03-2023;2;TARJETA_CREDITO;0;0
1873;191285;19-03-2023;22-03-2023;1;TARJETA_CREDITO;0;0
1874;174467;19-03-2023;20-03-2023;4;TARJETA_DEBITO;0;0
1875;81776;19-03-2023;23-03-2023;1;TARJETA_CREDITO;0;0
1876;36725;19-03-2023;22-03-2023;3;TARJETA_CREDITO;0;0
1877;162396;19-03-2023;21-03-2023;3;TARJETA_CREDITO;0;0
1878;810895;19-03-2023;25-03-2023;5;TARJETA_CREDITO;0;1
1879;494019;19-03-2023;22-03-2023;8;TARJETA_CREDITO;0;5
1880;617581;19-03-2023;20-03-2023;6;TARJETA_CREDITO;1;7
1881;861801;19-03-2023;24-03-2023;2;TARJETA_CREDITO;1;2
1882;146106;20-03-2023;24-03-2023;2;TARJETA_CREDITO;0;0
1883;37121;20-03-2023;24-03-2023;3;TARJETA_DEBITO;0;0
1884;64115;20-03-2023;23-03-2023;2;TARJETA_CREDITO;0;0
1885;43623;20-03-2023;26-03-2023;1;TARJETA_CREDITO;0;0
1886;40702;20-03-2023;23-03-2023;5;TARJETA_DEBITO;0;0
1887;102537;20-03-2023;23-03-2023;4;TARJETA_CREDITO;0;0
1888;98716;20-03-2023;24-03-2023;5;TARJETA_CREDITO;0;0
1889;703190;20-03-2023;24-03-2023;5;TARJETA_CREDITO;0;6
